Date,Name,Year,Letterboxd URI,Rating
2021-01-22,Rear Window,1954,https://boxd.it/2a6Q,5
2021-01-22,Sunset Boulevard,1950,https://boxd.it/2a20,5
2021-01-22,It's a Wonderful Life,1946,https://boxd.it/28xA,5
2021-01-22,Casablanca,1942,https://boxd.it/2aGk,5
2021-01-22,Citizen Kane,1941,https://boxd.it/71O,5
2021-01-22,Modern Times,1936,https://boxd.it/25e8,5
2021-01-22,City Lights,1931,https://boxd.it/25ag,5
2021-01-22,Metropolis,1927,https://boxd.it/71a,5
2021-01-22,The Kid,1921,https://boxd.it/2a7i,5
2021-01-22,The Cabinet of Dr. Caligari,1920,https://boxd.it/2aOo,5
2021-01-22,A Trip to the Moon,1902,https://boxd.it/29EC,5
2026-07-01,The Worst Person in the World,2021,https://boxd.it/oyws,4.5
2026-07-02,Perfect Days,2023,https://boxd.it/AI3o,4.5
2026-07-03,Past Lives,2023,https://boxd.it/B8SM,4
2026-07-04,Anatomy of a Fall,2023,https://boxd.it/ya3u,4.5
2026-07-05,Aftersun,2022,https://boxd.it/Arw0,4.5
2026-07-06,The Zone of Interest,2023,https://boxd.it/CSvM,4
2026-07-07,Decision to Leave,2022,https://boxd.it/qqnA,4
2026-07-08,Drive My Car,2021,https://boxd.it/sv94,4.5
2026-07-09,The Banshees of Inisherin,2022,https://boxd.it/zn6O,4
2026-07-10,All of Us Strangers,2023,https://boxd.it/DQS6,4
2026-07-11,The Holdovers,2023,https://boxd.it/CxN6,4.5
2026-07-12,The Boy and the Heron,2023,https://boxd.it/uOpM,4
2026-07-13,Monster,2023,https://boxd.it/ybKg,4.5
2026-07-14,The Taste of Things,2023,https://boxd.it/B8Ec,4
2026-07-15,Close,2022,https://boxd.it/wQAy,4.5
2026-07-16,Cléo from 5 to 7,1962,https://boxd.it/2agm,4.5
